Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_551.jpg,-6.60552,0,0,4.194466,126.8071,103.094,359.8103,7.606934,358.9117
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_591.jpg,-4.53876,0,0,4.176214,126.9736,103.1161,359.8682,7.033112,358.9717
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_635.jpg,-2.579505,0,0,4.163641,127.1401,103.1362,359.9359,6.583496,359.017
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_682.jpg,-0.636811,0,0,4.154307,127.3889,103.1642,0.00773631,6.159035,359.0603
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_724.jpg,0,0,0,4.145112,127.5539,103.1824,0.02385283,6.039299,359.096
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_771.jpg,0,0,0,4.136202,127.7183,103.2001,0.02204356,5.983223,359.1324
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_813.jpg,0,0,0,4.122588,127.882,103.2176,0.005534668,5.956963,359.1703
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_854.jpg,0,0,0,4.118043,128.0453,103.235,359.9802,5.945984,359.2141
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_897.jpg,0,0,0,4.104315,128.2081,103.2522,359.9488,5.94268,359.2649
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_948.jpg,0,0,0,4.095126,128.4514,103.2779,359.8904,5.94313,359.351
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_35_995.jpg,0,0,0,4.08594,128.6131,103.2949,359.8463,5.945503,359.4157
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_050.jpg,0,0,0,4.072152,128.8548,103.3202,359.7701,5.947319,359.5145
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_100.jpg,0,0,0,4.058288,129.0155,103.3371,359.7219,5.951958,359.5909
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_150.jpg,0,0,0,4.049184,129.2557,103.3622,359.6391,5.953773,359.6978
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_194.jpg,0,0,0,4.040095,129.4153,103.3788,359.5794,5.953758,359.7662
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_239.jpg,0,0,0,4.025996,129.5747,103.3956,359.5333,5.960907,359.8505
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_282.jpg,0,0,0,4.016884,129.8131,103.4205,359.4575,5.964035,359.9605
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_323.jpg,0,0,0,4.007802,129.9716,103.4369,359.4052,5.964394,0.02752922
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_370.jpg,0,0,0,3.998725,130.1301,103.4529,359.3721,5.953598,0.06556517
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_422.jpg,0,0,0,3.983906,130.3672,103.4771,359.3326,5.941689,0.1141214
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_465.jpg,0,0,0,3.974852,130.525,103.4931,359.3184,5.930923,0.1292049
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_510.jpg,-1.458585,0,0,3.964754,130.6826,103.5088,359.3138,5.883339,0.1279998
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_551.jpg,-3.511395,0,0,3.950968,130.8399,103.5238,359.3062,5.739174,0.1106488
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_596.jpg,-5.357882,0,0,3.941379,130.9969,103.5376,359.2951,5.44455,0.06314612
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_638.jpg,-7.460551,0,0,3.931395,131.1536,103.5496,359.2808,4.974846,359.9767
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_683.jpg,-9.438616,0,0,3.920712,131.3883,103.5638,359.2802,3.942352,359.7913
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_736.jpg,-11.62742,0,0,3.90128,131.5446,103.5698,359.2933,3.032036,359.6151
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_782.jpg,-13.73166,0,0,3.888089,131.7792,103.5739,359.385,1.403954,359.3229
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_825.jpg,-15,0,0,3.873383,131.9364,103.5734,359.5352,0.2134552,359.1538
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_870.jpg,-15,0,0,3.860006,132.094,103.5696,359.7483,358.9587,358.9916
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_913.jpg,-15,0,0,3.846766,132.2519,103.5624,0.0168902,357.6424,358.8395
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_954.jpg,-15,0,0,3.821255,132.4061,103.5523,0.1413318,356.2405,358.7395
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_36_995.jpg,-15,0,0,3.813292,132.5581,103.5408,0.1644994,354.7812,358.7375
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_042.jpg,-14.04397,0,0,3.80429,132.7813,103.518,359.9922,352.5652,358.852
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_086.jpg,-12.08836,0,0,3.784346,132.9284,103.4961,359.869,351.3151,358.8729
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_129.jpg,-10.06629,0,0,3.77233,133.0757,103.4708,359.8116,350.2455,358.8859
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_170.jpg,-8.087234,0,0,3.757462,133.2234,103.4433,359.8236,349.3516,358.921
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_215.jpg,-6.056563,0,0,3.746238,133.3711,103.4135,359.8808,348.596,358.9607
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_256.jpg,-4.377975,0,0,3.735555,133.5183,103.382,359.9498,347.9723,358.9896
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_300.jpg,-2.371288,0,0,3.727278,133.6647,103.3493,0.004358301,347.4895,359.0021
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_344.jpg,-0.2816248,0,0,3.719445,133.8825,103.2999,0.02237495,347.0737,359.0343
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_387.jpg,0,0,0,3.711454,134.027,103.267,0.0128279,346.9659,359.0634
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_430.jpg,0,0,0,3.703318,134.1709,103.234,359.9901,346.9187,359.0957
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_471.jpg,0,0,0,3.691002,134.3143,103.201,359.9631,346.9001,359.137
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_513.jpg,0,0,0,3.682738,134.4574,103.168,359.9315,346.894,359.1859
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_556.jpg,0,0,0,3.674467,134.6001,103.135,359.896,346.8931,359.2416
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_601.jpg,0,0,0,3.666191,134.7424,103.1021,359.8574,346.8944,359.3033
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_645.jpg,0,0,0,3.658027,134.9551,103.0528,359.7919,346.8969,359.4027
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_686.jpg,0,0,0,3.649693,135.0965,103.02,359.7457,346.8985,359.4729
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_727.jpg,0,0,0,3.641526,135.2374,102.9873,359.6951,346.8987,359.5424
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_771.jpg,0,0,0,3.633258,135.3781,102.9547,359.6513,346.9031,359.6228
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_813.jpg,0,0,0,3.624917,135.5185,102.922,359.6041,346.9046,359.6985
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_856.jpg,0,0,0,3.61268,135.6584,102.8894,359.5545,346.9048,359.7713
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_897.jpg,-1.846575,0,0,3.604519,135.798,102.8565,359.5036,346.8607,359.8336
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_940.jpg,-3.730231,0,0,3.59579,135.9372,102.8229,359.4621,346.6953,359.8829
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_37_982.jpg,-5.88681,0,0,3.586658,136.1447,102.7698,359.4073,346.137,359.894
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_023.jpg,-7.749001,0,0,3.577572,136.2822,102.7324,359.3814,345.5557,359.8616
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_069.jpg,-9.551476,0,0,3.566915,136.4188,102.6928,359.3631,344.7983,359.7847
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_111.jpg,-11.63655,0,0,3.556437,136.5545,102.6507,359.3589,343.8619,359.6671
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_163.jpg,-13.78796,0,0,3.537688,136.7557,102.5821,359.3863,342.1325,359.4102
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_206.jpg,-15,0,0,3.525613,136.8893,102.5333,359.4752,340.8807,359.2465
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_247.jpg,-15,0,0,3.513432,137.0226,102.4818,359.6359,339.6,359.1006
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_288.jpg,-15,0,0,3.501141,137.1553,102.4271,359.8607,338.2917,358.9658
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_336.jpg,-15,0,0,3.48375,137.2852,102.3694,0.05588451,336.9227,358.8254
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_387.jpg,-15,0,0,3.466712,137.4743,102.2818,0.1283912,334.7187,358.7739
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_438.jpg,-13.75737,0,0,3.452203,137.5966,102.222,0.04000906,333.2402,358.8375
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_478.jpg,-11.8739,0,0,3.438948,137.7155,102.1582,359.9125,331.933,358.8648
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_532.jpg,-9.564495,0,0,3.428976,137.8924,102.0572,359.8228,330.32,358.8933
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_582.jpg,-7.166086,0,0,3.415387,138.0684,101.9518,359.8649,329.0898,358.9664
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_624.jpg,-5.166241,0,0,3.405608,138.1846,101.8796,359.9149,328.4269,359.0034
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_665.jpg,-3.480677,0,0,3.397198,138.2998,101.8066,359.9567,327.9102,359.0281
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_706.jpg,-1.636127,0,0,3.389775,138.4144,101.7334,359.9871,327.5547,359.0533
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_748.jpg,0,0,0,3.382368,138.5285,101.6605,0.001089442,327.372,359.0891
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_795.jpg,0,0,0,3.371328,138.6422,101.5879,-0.001178768,327.298,359.1331
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_836.jpg,0,0,0,3.363884,138.7554,101.5155,359.9871,327.2679,359.1811
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_876.jpg,0,0,0,3.356427,138.8682,101.4432,359.9678,327.2563,359.2339
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_920.jpg,0,0,0,3.348961,138.9807,101.3711,359.9422,327.2524,359.2916
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_38_972.jpg,-2.348867,0,0,3.341455,139.1482,101.2625,359.8943,327.1415,359.3665
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_015.jpg,-4.311136,0,0,3.329706,139.2588,101.1893,359.8622,326.9032,359.397
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_058.jpg,-6.39216,0,0,3.32128,139.3684,101.1151,359.8309,326.507,359.4034
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_104.jpg,-8.263934,0,0,3.312358,139.5302,101.0012,359.7923,325.5948,359.3595
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_151.jpg,-10.63346,0,0,3.297612,139.636,100.9231,359.7731,324.7694,359.2853
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_193.jpg,-12.26304,0,0,3.292252,139.74,100.843,359.7622,323.7624,359.171
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_236.jpg,-14.03231,0,0,3.281018,139.842,100.7608,359.7738,322.5913,359.0296
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_278.jpg,-13.16322,0,0,3.263785,139.943,100.6765,359.841,321.3582,358.9038
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_319.jpg,-11.39359,0,0,3.252612,140.0432,100.5907,359.9597,320.1745,358.8181
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_370.jpg,-9.250917,0,0,3.241894,140.1897,100.462,0.01496468,318.5668,358.8076
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_414.jpg,-7.060993,0,0,3.23375,140.2852,100.3763,359.9707,317.6572,358.8925
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_455.jpg,-5.429384,0,0,3.225281,140.3788,100.2884,359.9478,316.933,358.9494
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_496.jpg,-3.599817,0,0,3.217991,140.4712,100.1994,359.9291,316.3717,358.9891
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_541.jpg,-1.375874,0,0,3.210762,140.563,100.11,359.9125,315.9723,359.0315
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_589.jpg,0,0,0,3.203509,140.7003,99.97652,359.8778,315.7049,359.1147
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_637.jpg,0,0,0,3.192711,140.7916,99.88778,359.8494,315.6529,359.1801
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_685.jpg,0,0,0,3.185512,140.9277,99.75494,359.7979,315.6271,359.2805
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_730.jpg,0,0,0,3.174712,141.0182,99.66661,359.7644,315.6245,359.3564
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_771.jpg,0,0,0.020805,3.171159,141.1084,99.57848,359.7255,315.623,359.4305
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_815.jpg,0,0,0.168618,3.146928,141.1979,99.49097,359.6704,315.6222,359.5047
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_865.jpg,0,0,0.3047161,3.112871,141.3297,99.36221,359.5339,315.6276,359.6316
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_912.jpg,0,0,0.459138,3.033319,141.4152,99.27895,359.3826,315.6349,359.726
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_39_961.jpg,0,0,0.5912851,2.957713,141.4976,99.19844,359.1593,315.6417,359.8201
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_40_006.jpg,0,0,0.738174,2.871592,141.6154,99.08402,358.7095,315.6621,0.001665868
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_40_052.jpg,0,0,0.879477,2.733757,141.6892,99.00967,358.4116,315.6244,0.01121639
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_40_100.jpg,0,0,0,2.717436,141.7639,98.93413,358.2704,315.5031,359.9874
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_40_150.jpg,0,0,0,2.705598,141.8805,98.81798,358.3947,315.3065,0.003981695
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_40_194.jpg,0,0,0,2.700224,141.9591,98.73895,358.6554,315.2274,359.9941
